60,	100000,	0.1,	0.5,	10139,	27.6713,	27.7023,	13.044235650992393,	9.47999359984398,	0.1956,	0.007060785566541406
60,	100000,	0.1,	0.5,	10047,	27.4257,	27.4547,	11.64303601512909,	7.94118141028881,	0.1718,	0.0062575806692478884
60,	100000,	0.1,	0.5,	10160,	28.904,	28.938,	13.404380640506744,	9.585314104318618,	0.243,	0.008397263114244246
60,	100000,	0.1,	0.5,	9938,	26.6501,	26.6774,	10.85406527864933,	7.31379809126854,	0.1643,	0.00615877109463441
60,	100000,	0.1,	0.5,	9970,	26.6774,	26.709,	12.836084291410446,	8.807938602232934,	0.2098,	0.0078550301396533
60,	100000,	0.1,	0.5,	10103,	26.3299,	26.3585,	11.216731695508956,	7.509087602448464,	0.1724,	0.006540584631143654
60,	100000,	0.1,	0.5,	10021,	26.3175,	26.3475,	11.024872592449189,	14.734077627944947,	0.1874,	0.007112629281715533
60,	100000,	0.1,	0.5,	9837,	26.3729,	26.4025,	11.46657509329319,	7.446185104036331,	0.2256,	0.008544645393428653
60,	100000,	0.1,	0.5,	10041,	28.3315,	28.3586,	9.458933205652237,	12.854968720579148,	0.1575,	0.005553870783466038
60,	100000,	0.1,	0.5,	9968,	26.3832,	26.4123,	7.7197253964424135,	10.967423438596725,	0.1821,	0.006894515055485513
60,	100000,	0.1,	0.5,	10278,	28.9087,	28.9382,	7.913806504416466,	10.57134715974331,	0.1327,	0.004585634213600017
60,	100000,	0.1,	0.5,	10303,	28.2169,	28.2505,	9.670090095734595,	12.619303500580788,	0.2086,	0.007383940107254739
60,	100000,	0.1,	0.5,	10010,	26.9443,	26.9755,	8.174011500811577,	11.35101695508957,	0.1836,	0.006806175974495376
60,	100000,	0.1,	0.5,	10117,	27.8731,	27.9053,	12.758119341945648,	8.827558004903793,	0.1852,	0.00663673209031976
60,	100000,	0.1,	0.5,	9846,	26.1872,	26.2123,	11.836309060049057,	8.201002511382104,	0.1443,	0.005505049156312114
60,	100000,	0.1,	0.5,	10071,	26.4265,	26.4551,	9.338940104913712,	14.349972856712341,	0.1662,	0.006282342535087752
60,	100000,	0.1,	0.5,	9890,	26.7026,	26.7303,	8.134883397722245,	11.334900699353218,	0.1549,	0.005794921867693217
60,	100000,	0.1,	0.5,	9986,	27.7566,	27.791,	12.074488668751716,	8.399221701955796,	0.2174,	0.007822676406030729
60,	100000,	0.1,	0.5,	10078,	27.7069,	27.7362,	11.484928650522232,	8.448057301592828,	0.1641,	0.005916455750968049
60,	100000,	0.1,	0.5,	10049,	26.4996,	26.5212,	13.112361670303345,	9.61798209886551,	0.1208,	0.004554846688686787
60,	100000,	0.1,	0.5,	9952,	26.6104,	26.6409,	8.228506704616546,	12.399393480348587,	0.2155,	0.008089066060080554
60,	100000,	0.1,	0.5,	9967,	26.5526,	26.5819,	8.01093989751339,	11.184166814684868,	0.1749,	0.006579665110469906
60,	100000,	0.1,	0.5,	10087,	27.8174,	27.8538,	8.050694402813912,	11.133881742572784,	0.2082,	0.007474743123020916
60,	100000,	0.1,	0.5,	9948,	26.6232,	26.6471,	7.601619902586937,	10.400719587516784,	0.1431,	0.005370190377189263
60,	100000,	0.1,	0.5,	10158,	26.9218,	26.9447,	12.690952133846283,	9.50380630147457,	0.1333,	0.004947169573237037
60,	100000,	0.1,	0.5,	9913,	26.1278,	26.1595,	10.354708626532554,	7.729368905282021,	0.1749,	0.0066859076052676845
60,	100000,	0.1,	0.5,	10152,	27.1044,	27.1333,	11.1410351780653,	7.365803101539612,	0.1775,	0.006541777078350219
60,	100000,	0.1,	0.5,	9994,	26.2963,	26.3206,	10.51015260682106,	13.361395877361298,	0.1601,	0.006082688084618132
60,	100000,	0.1,	0.5,	9870,	25.7835,	25.8146,	11.823779623055458,	8.22551569340229,	0.1843,	0.007139370743687681
60,	100000,	0.1,	0.5,	9915,	26.9516,	26.9841,	8.307908996105194,	11.054126326203347,	0.1933,	0.007163477751713046
60,	100000,	0.1,	0.5,	9937,	26.8186,	26.8452,	13.77033884382248,	9.396578999996185,	0.1592,	0.005930296663835621
60,	100000,	0.1,	0.5,	10071,	27.5374,	27.5656,	13.498544385933876,	8.231625797772407,	0.1598,	0.0057970804190730476
60,	100000,	0.1,	0.5,	9922,	27.1634,	27.1913,	10.449617895317077,	13.643004578661918,	0.1407,	0.00517444918043639
60,	100000,	0.1,	0.5,	10083,	27.4035,	27.4253,	8.529547499871255,	11.31863302781582,	0.1216,	0.004433862163768491
60,	100000,	0.1,	0.5,	9902,	26.3807,	26.4044,	7.376532102537155,	10.453611551117897,	0.1031,	0.0039046522549272093
60,	100000,	0.1,	0.5,	9918,	26.0116,	26.0428,	8.13099959948063,	10.981356469869613,	0.1872,	0.00718816717096472
60,	100000,	0.1,	0.5,	10003,	26.704,	26.7356,	9.22697259669304,	14.227826561355592,	0.1832,	0.006852286838522419
60,	100000,	0.1,	0.5,	10222,	28.0164,	28.0503,	10.679199646234512,	7.581089297008514,	0.2359,	0.00840989222931662
60,	100000,	0.1,	0.5,	10067,	26.7319,	26.761,	11.42676681895256,	7.883754790449142,	0.2113,	0.007895818541908
60,	100000,	0.1,	0.5,	10005,	27.2871,	27.3177,	11.628196197009087,	8.20659030213356,	0.182,	0.006662347122927625
60,	100000,	0.1,	0.5,	9982,	25.7432,	25.7713,	8.307025707912445,	10.88955480453968,	0.1559,	0.006049364991288759
60,	100000,	0.1,	0.5,	9932,	27.2893,	27.3194,	8.383924206233024,	11.428003038668633,	0.1903,	0.006965745953425038
60,	100000,	0.1,	0.5,	9780,	26.3402,	26.3654,	8.624243902754783,	11.3593881878376,	0.1408,	0.005340332405349435
60,	100000,	0.1,	0.5,	10097,	26.459,	26.4885,	7.472678397154808,	10.685815042686462,	0.1437,	0.005424995752873888
60,	100000,	0.1,	0.5,	10104,	27.5984,	27.6229,	14.851456221055985,	11.004448797225953,	0.1375,	0.004977753965007295
60,	100000,	0.1,	0.5,	10081,	27.2574,	27.2859,	9.939220204377174,	12.902916484308243,	0.1653,	0.006058073950282013
60,	100000,	0.1,	0.5,	10084,	28.3842,	28.4112,	13.463950632858277,	10.154546598434449,	0.1294,	0.00455454187081151
60,	100000,	0.1,	0.5,	9988,	27.4166,	27.4549,	7.586071998643875,	11.108087681770325,	0.2951,	0.010748536691082465
60,	100000,	0.1,	0.5,	9989,	26.0933,	26.1285,	7.713756193351745,	11.060748800396919,	0.2306,	0.008825611879748167
60,	100000,	0.1,	0.5,	10098,	27.1144,	27.1387,	13.260006257510184,	9.253336599254608,	0.1735,	0.006393084414507695
60,	100000,	0.1,	0.5,	9748,	25.459,	25.485,	8.049389801740647,	11.821165141630173,	0.163,	0.0063959191681381205
60,	100000,	0.1,	0.5,	9851,	26.6171,	26.6476,	13.01979506664276,	9.328387098765374,	0.1579,	0.00592548672300695
60,	100000,	0.1,	0.5,	10181,	27.2282,	27.2614,	10.643091919398309,	7.958175696110725,	0.1978,	0.007255680192506621
60,	100000,	0.1,	0.5,	10011,	26.3238,	26.3506,	7.751491504716873,	10.917360508966446,	0.137,	0.005199122600623895
60,	100000,	0.1,	0.5,	10016,	26.7339,	26.7617,	10.6750319003582,	13.970621874046326,	0.1436,	0.005365877354577624
60,	100000,	0.1,	0.5,	9900,	27.2126,	27.2463,	8.051152298688889,	11.285553765010834,	0.2441,	0.008959014618498658
60,	100000,	0.1,	0.5,	10175,	27.1818,	27.2082,	10.007441370654107,	7.3564062974452975,	0.1626,	0.005976139546166229
60,	100000,	0.1,	0.5,	10068,	26.9108,	26.9315,	7.423436299657822,	10.759975766515732,	0.1167,	0.004333215751072164
60,	100000,	0.1,	0.5,	9942,	26.1005,	26.1285,	12.68044673128128,	8.997300095844269,	0.1544,	0.005909256176206059
60,	100000,	0.1,	0.5,	9922,	26.8594,	26.8828,	8.15394259531498,	11.354606932759285,	0.128,	0.004761408781823322
60,	100000,	0.1,	0.5,	9918,	26.4253,	26.4578,	9.931319802308083,	13.274782042455673,	0.2295,	0.008674190597857722
60,	100000,	0.1,	0.5,	9932,	26.3316,	26.359,	12.998189480543136,	9.277896705937385,	0.1414,	0.0053643916688796995
60,	100000,	0.1,	0.5,	9945,	26.4122,	26.4397,	11.53090956761837,	8.056976692199708,	0.1917,	0.007250460481775513
60,	100000,	0.1,	0.5,	9781,	26.1974,	26.2281,	7.54696339969635,	10.758767069125176,	0.1575,	0.0060050098939686825
60,	100000,	0.1,	0.5,	9780,	25.9163,	25.9364,	11.342100367689133,	7.7174613992214205,	0.1187,	0.004576579633256736
60,	100000,	0.1,	0.5,	9990,	26.1507,	26.1823,	8.36779840414524,	11.550439765763283,	0.2138,	0.008165821948415532
60,	100000,	0.1,	0.5,	9953,	27.4867,	27.5139,	8.339626598405838,	11.458129063439369,	0.1706,	0.006200502291568989
60,	100000,	0.1,	0.5,	9968,	25.8255,	25.8564,	11.930113014626503,	8.097326200938225,	0.1839,	0.007112359029099178
60,	100000,	0.1,	0.5,	10057,	26.113,	26.1416,	10.934306084966659,	7.399841401195526,	0.1462,	0.005592618661443829
60,	100000,	0.1,	0.5,	10123,	27.7777,	27.8086,	7.983804603123665,	11.139703345298766,	0.1743,	0.0062678451989672266
60,	100000,	0.1,	0.5,	9937,	26.624,	26.6568,	11.109878178477286,	7.15113660197258,	0.2294,	0.008605684103118154
60,	100000,	0.1,	0.5,	10086,	27.142,	27.1704,	10.723000675415992,	7.5734499006986615,	0.1576,	0.005800429879574831
60,	100000,	0.1,	0.5,	10050,	27.3876,	27.4113,	11.948902571201325,	8.056751907587051,	0.1153,	0.004206294484391473
60,	100000,	0.1,	0.5,	9937,	27.0359,	27.0612,	8.995798691105843,	11.871427515292167,	0.1583,	0.005849703634724254
60,	100000,	0.1,	0.5,	10110,	26.1626,	26.1908,	11.550466473078728,	8.08903220386505,	0.163,	0.006223559417810835
60,	100000,	0.1,	0.5,	10070,	26.2285,	26.2542,	7.51038170144558,	10.646602047777176,	0.1375,	0.005237257276930929
60,	100000,	0.1,	0.5,	10149,	27.5121,	27.5418,	9.29479001326561,	11.85956269659996,	0.1607,	0.0058347675170105084
60,	100000,	0.1,	0.5,	10019,	27.2201,	27.2446,	10.034136211442947,	13.689642807507514,	0.1297,	0.004760576407801914
60,	100000,	0.1,	0.5,	9993,	26.7667,	26.7969,	10.77554779701233,	7.2968615960598,	0.2064,	0.007702383484656807
60,	100000,	0.1,	0.5,	9884,	26.737,	26.7732,	8.046670706200599,	13.243246304488181,	0.2336,	0.008725143053501264
60,	100000,	0.1,	0.5,	10019,	27.2285,	27.263,	7.694424604582786,	10.706473443603516,	0.1747,	0.00640795216960716
60,	100000,	0.1,	0.5,	9997,	27.1554,	27.1812,	11.155314063954354,	7.954639893174171,	0.1562,	0.005746618986652539
60,	100000,	0.1,	0.5,	10018,	26.5777,	26.6103,	7.3409655911445615,	7.09568510529995,	0.2072,	0.007786458626922658
60,	100000,	0.1,	0.5,	10154,	27.4412,	27.4708,	13.242952449345589,	10.145939298319817,	0.1574,	0.005729720284811509
