
10,	10000,	0.1,	0.0,	1000,	2439.16,	2439.185,	50.07571682357788,	40.81199202489853,	0.043,	1.762883914094257E-5
10,	10000,	0.1,	0.1,	1000,	2522.101,	2522.125,	50.83724471783638,	37.937701920866964,	0.04,	1.585964216682361E-5
10,	10000,	0.1,	0.2,	1000,	2693.003,	2693.025,	57.4335871629715,	78.18053045535088,	0.042,	1.5595844821344028E-5
10,	10000,	0.1,	0.3,	1000,	2691.401,	2691.417,	67.11141314029693,	57.6566061000824,	0.028,	1.0403441755774004E-5
10,	10000,	0.1,	0.4,	1000,	2642.387,	2642.4,	40.148114841580394,	58.04871067225933,	0.023,	8.704208295488949E-6
10,	10000,	0.1,	0.5,	1000,	2601.317,	2601.318,	63.396964487969875,	44.54686201870442,	0.001,	3.844205129861093E-7
10,	10000,	0.2,	0.0,	1000,	3000.294,	3000.37,	50.12955175948143,	57.00837678861618,	0.158,	5.266017191213084E-5
10,	10000,	0.2,	0.1,	1000,	2939.965,	2940.053,	62.80344633752107,	59.473523242354396,	0.186,	6.326416564599346E-5
10,	10000,	0.2,	0.2,	1000,	2859.179,	2859.221,	61.466360388755795,	40.4667330070734,	0.102,	3.5674052477930175E-5
10,	10000,	0.2,	0.3,	1000,	3013.765,	3013.813,	69.92397813045979,	50.765321823716164,	0.126,	4.180750431430218E-5
10,	10000,	0.2,	0.4,	1000,	3214.659,	3214.707,	55.05268696826696,	87.15143401491642,	0.092,	2.8618471294584545E-5
10,	10000,	0.2,	0.5,	1000,	3211.227,	3211.26,	41.03764689064026,	57.10060731160641,	0.057,	1.775004203957325E-5
10,	10000,	0.3,	0.0,	1000,	2797.22,	2797.293,	42.0624550024271,	64.09318230593205,	0.155,	5.541071314302792E-5
10,	10000,	0.3,	0.1,	1000,	3087.237,	3087.321,	55.898417175531385,	56.3278453476429,	0.178,	5.7655164461356625E-5
10,	10000,	0.3,	0.2,	1000,	3286.897,	3286.991,	54.18017927134037,	42.60364099514484,	0.228,	6.936435177340005E-5
10,	10000,	0.3,	0.3,	1000,	3380.864,	3380.92,	53.74013031119108,	46.226933921575544,	0.096,	2.839463814583013E-5
10,	10000,	0.3,	0.4,	1000,	3433.674,	3433.745,	72.30655294567346,	39.9266650108099,	0.159,	4.630512749199489E-5
10,	10000,	0.3,	0.5,	1000,	3401.569,	3401.617,	66.24847479796409,	40.99905107700825,	0.12,	3.527734015910668E-5
10,	10000,	0.4,	0.0,	1000,	2782.462,	2782.563,	51.0791979842782,	81.74702190941572,	0.245,	8.804832091852008E-5
10,	10000,	0.4,	0.1,	1000,	2884.509,	2884.587,	37.89999988424778,	62.36593930697441,	0.156,	5.408053215243638E-5
10,	10000,	0.4,	0.2,	1000,	3266.155,	3266.281,	67.59842290139198,	63.40753437662125,	0.35,	1.0715550805334874E-4
10,	10000,	0.4,	0.3,	1000,	3235.412,	3235.517,	52.28661692291498,	69.91093529045582,	0.271,	8.375786620808978E-5
10,	10000,	0.4,	0.4,	1000,	3653.57,	3653.665,	59.34653709030152,	64.11493956255913,	0.259,	7.088772506510586E-5
10,	10000,	0.4,	0.5,	1000,	3895.359,	3895.432,	56.725062911391255,	48.80412996327877,	0.147,	3.773650778655615E-5
10,	10000,	0.5,	0.0,	1000,	2921.599,	2921.671,	40.805977045178416,	74.73405391144753,	0.152,	5.20250226668232E-5
10,	10000,	0.5,	0.1,	1000,	2901.345,	2901.466,	42.084504955887795,	66.85620891749859,	0.343,	1.1821610179130138E-4
10,	10000,	0.5,	0.2,	1000,	3386.426,	3386.519,	66.27782503205538,	56.004202942669394,	0.217,	6.407759708420358E-5
10,	10000,	0.5,	0.3,	1000,	3390.804,	3390.921,	41.13788390803337,	61.46716923952103,	0.311,	9.171549558364823E-5
10,	10000,	0.5,	0.4,	1000,	3557.674,	3557.794,	65.10787989509106,	38.81114993047714,	0.306,	8.600835236666316E-5
10,	10000,	0.5,	0.5,	1000,	3727.902,	3728.009,	41.04609601271152,	65.6542715049982,	0.301,	8.074014842775326E-5
10,	10000,	0.6,	0.0,	1000,	2936.786,	2936.868,	57.618752454042436,	40.695251940965655,	0.246,	8.3762702307356E-5
10,	10000,	0.6,	0.1,	1000,	2932.795,	2932.885,	73.11383040302992,	56.73722202080488,	0.174,	5.932724944892145E-5
10,	10000,	0.6,	0.2,	1000,	3035.097,	3035.188,	59.02695728868246,	41.98329605484009,	0.201,	6.622324547935746E-5
10,	10000,	0.6,	0.3,	1000,	3320.506,	3320.607,	42.214399966061116,	58.6005179117322,	0.237,	7.137249304118193E-5
10,	10000,	0.6,	0.4,	1000,	3650.579,	3650.682,	77.90144267308712,	53.94118800061941,	0.255,	6.984996228102037E-5
10,	10000,	0.6,	0.5,	1000,	3932.426,	3932.559,	56.16850480568409,	52.805780028939246,	0.393,	9.993492786757936E-5
10,	10000,	0.7,	0.0,	1000,	2483.552,	2483.598,	51.426900831460955,	61.635590307712555,	0.068,	2.7379632291538327E-5
10,	10000,	0.7,	0.1,	1000,	2709.638,	2709.702,	49.11264698296785,	58.72173102015257,	0.128,	4.723766672497566E-5
10,	10000,	0.7,	0.2,	1000,	2823.508,	2823.596,	67.0433600680828,	62.77906853938103,	0.234,	8.28730455773418E-5
10,	10000,	0.7,	0.3,	1000,	3167.225,	3167.314,	52.40575797951222,	52.08714390528202,	0.211,	6.661796083369064E-5
10,	10000,	0.7,	0.4,	1000,	3527.022,	3527.134,	38.623880043387416,	61.32000534081459,	0.246,	6.974501110533368E-5
10,	10000,	0.7,	0.5,	1000,	3742.077,	3742.183,	49.95019597375393,	54.06433912986517,	0.272,	7.268484732040096E-5
10,	10000,	0.8,	0.0,	1000,	2405.485,	2405.527,	40.040834960460664,	49.295807201266285,	0.074,	3.076248988267436E-5
10,	10000,	0.8,	0.1,	1000,	2606.686,	2606.761,	52.91669416052103,	68.37228142261505,	0.179,	6.866759169712912E-5
10,	10000,	0.8,	0.2,	1000,	2592.492,	2592.582,	58.45268645501137,	48.97729194831848,	0.188,	7.251458198814927E-5
10,	10000,	0.8,	0.3,	1000,	3142.939,	3143.018,	60.76664420688152,	46.64169917392731,	0.173,	5.504263736319677E-5
10,	10000,	0.8,	0.4,	1000,	3689.44,	3689.578,	68.72369104480744,	50.387581052899364,	0.382,	1.0353487580422477E-4
10,	10000,	0.8,	0.5,	1000,	3636.572,	3636.692,	66.09335788857936,	44.131982857823374,	0.386,	1.0614041552047851E-4
10,	10000,	0.9,	0.0,	1000,	2407.312,	2407.366,	36.32595598959923,	37.45846912264824,	0.09,	3.7385258411060056E-5
10,	10000,	0.9,	0.1,	1000,	2545.475,	2545.525,	65.33274973118306,	75.99503837567568,	0.098,	3.8498934404494165E-5
10,	10000,	0.9,	0.2,	1000,	2934.748,	2934.843,	45.63948188126087,	67.21909693598747,	0.189,	6.43986748183804E-5
10,	10000,	0.9,	0.3,	1000,	2983.873,	2983.964,	58.33889502811432,	84.24338982915879,	0.207,	6.937081010360714E-5
10,	10000,	0.9,	0.4,	1000,	3302.045,	3302.146,	39.23903897368908,	60.14221269059181,	0.237,	7.177150858865719E-5
10,	10000,	0.9,	0.5,	1000,	3802.348,	3802.451,	55.001115778207776,	64.16562947094441,	0.291,	7.652958578558935E-5
10,	10000,	1.0,	0.0,	1000,	2491.223,	2491.254,	40.18151582944393,	56.77144097149372,	0.049,	1.966880936267438E-5
10,	10000,	1.0,	0.1,	1000,	2732.008,	2732.049,	44.191867791652676,	71.38416484457254,	0.063,	2.3059615695033288E-5
10,	10000,	1.0,	0.2,	1000,	2597.151,	2597.202,	46.804910259246824,	33.986254004836084,	0.097,	3.7347884377110444E-5
10,	10000,	1.0,	0.3,	1000,	2869.698,	2869.778,	64.29929386782646,	51.09470586943626,	0.176,	6.132878571095046E-5
10,	10000,	1.0,	0.4,	1000,	3316.225,	3316.303,	42.62662204778194,	63.968770988106726,	0.168,	5.065882098228057E-5
10,	10000,	1.0,	0.5,	1000,	3752.263,	3752.367,	40.01352397477627,	59.869053341984745,	0.296,	7.888354204159668E-5
10,	20000,	0.1,	0.0,	1000,	4750.764,	4750.773,	37.90413091921806,	76.10972547888755,	0.013,	2.7363967926903682E-6
10,	20000,	0.1,	0.1,	1000,	5599.9,	5599.911,	61.47684552007914,	53.81451723122597,	0.015,	2.6786139994010618E-6
10,	20000,	0.1,	0.2,	1000,	5225.527,	5225.545,	71.5816838952303,	40.614978908598424,	0.03,	5.741027969331429E-6
10,	20000,	0.1,	0.3,	1000,	5362.564,	5362.576,	50.1690980322361,	55.17767513000965,	0.022,	4.102505959822294E-6
10,	20000,	0.1,	0.4,	1000,	5247.862,	5247.875,	53.96030706834793,	57.36132974910736,	0.019,	3.6205130648119474E-6
10,	20000,	0.1,	0.5,	1000,	5380.546,	5380.549,	50.59462467968464,	54.40616046452522,	0.003,	5.575639214511382E-7
10,	20000,	0.2,	0.0,	1000,	5282.292,	5282.327,	58.30925278413296,	50.79422909295559,	0.083,	1.571277204156426E-5
10,	20000,	0.2,	0.1,	1000,	5776.666,	5776.709,	48.61267391836643,	55.8569258043766,	0.071,	1.2290735088092544E-5
10,	20000,	0.2,	0.2,	1000,	5985.008,	5985.042,	44.56679695677757,	53.373587679743764,	0.066,	1.1027491536400246E-5
10,	20000,	0.2,	0.3,	1000,	6479.019,	6479.041,	67.13457731211186,	56.635440914988514,	0.054,	8.33456679777146E-6
10,	20000,	0.2,	0.4,	1000,	6547.736,	6547.765,	51.89461708307266,	45.83200994443894,	0.059,	9.010708234031E-6
10,	20000,	0.2,	0.5,	1000,	6566.873,	6566.889,	71.29344761788845,	60.2228879711628,	0.026,	3.959256810949599E-6
10,	20000,	0.3,	0.0,	1000,	5635.999,	5636.059,	51.234801045656205,	41.50540693092346,	0.156,	2.7678915355570267E-5
10,	20000,	0.3,	0.1,	1000,	6036.476,	6036.523,	48.70700307226181,	38.92372091913223,	0.089,	1.4743586664044848E-5
10,	20000,	0.3,	0.2,	1000,	6082.467,	6082.519,	65.12002155971527,	52.14653194797039,	0.112,	1.8413423780509357E-5
